n,k,p,soil,zone,crop
924.0,231.0,462.0,brown,western himalayan region,rice(k)
928.0,232.0,464.0,brown,western himalayan region,rice(k)
932.0,233.0,466.0,brown,western himalayan region,rice(k)
936.0,234.0,468.0,brown,western himalayan region,rice(k)
940.0,235.0,470.0,brown,western himalayan region,rice(k)
944.0,236.0,472.0,brown,western himalayan region,rice(k)
948.0,237.0,474.0,brown,western himalayan region,rice(k)
952.0,238.0,476.0,brown,western himalayan region,rice(k)
956.0,239.0,478.0,brown,western himalayan region,rice(k)
960.0,240.0,480.0,brown,western himalayan region,rice(k)
964.0,241.0,482.0,brown,western himalayan region,rice(k)
968.0,242.0,484.0,brown,western himalayan region,rice(k)
972.0,243.0,486.0,brown,western himalayan region,rice(k)
976.0,244.0,488.0,brown,western himalayan region,rice(k)
980.0,245.0,490.0,brown,western himalayan region,rice(k)
984.0,246.0,492.0,brown,western himalayan region,rice(k)
988.0,247.0,494.0,brown,western himalayan region,rice(k)
992.0,248.0,496.0,brown,western himalayan region,rice(k)
996.0,249.0,498.0,brown,western himalayan region,rice(k)
0.0,0.0,0.0,alluvial,western himalayan region,wheat
6.0,1.0,2.0,alluvial,western himalayan region,wheat
12.0,2.0,4.0,alluvial,western himalayan region,wheat
18.0,3.0,6.0,alluvial,western himalayan region,wheat
24.0,4.0,8.0,alluvial,western himalayan region,wheat
30.0,5.0,10.0,alluvial,western himalayan region,wheat
36.0,6.0,12.0,alluvial,western himalayan region,wheat
42.0,7.0,14.0,alluvial,western himalayan region,wheat
48.0,8.0,16.0,alluvial,western himalayan region,wheat
54.0,9.0,18.0,alluvial,western himalayan region,wheat
60.0,10.0,20.0,alluvial,western himalayan region,wheat
66.0,11.0,22.0,alluvial,western himalayan region,wheat
72.0,12.0,24.0,alluvial,western himalayan region,wheat
78.0,13.0,26.0,alluvial,western himalayan region,wheat
84.0,14.0,28.0,alluvial,western himalayan region,wheat
90.0,15.0,30.0,alluvial,western himalayan region,wheat
96.0,16.0,32.0,alluvial,western himalayan region,wheat
102.0,17.0,34.0,alluvial,western himalayan region,wheat
108.0,18.0,36.0,alluvial,western himalayan region,wheat
114.0,19.0,38.0,alluvial,western himalayan region,wheat
120.0,20.0,40.0,alluvial,western himalayan region,wheat
126.0,21.0,42.0,alluvial,western himalayan region,wheat
132.0,22.0,44.0,alluvial,western himalayan region,wheat
138.0,23.0,46.0,alluvial,western himalayan region,wheat
144.0,24.0,48.0,alluvial,western himalayan region,wheat
150.0,25.0,50.0,alluvial,western himalayan region,wheat
156.0,26.0,52.0,alluvial,western himalayan region,wheat
162.0,27.0,54.0,alluvial,western himalayan region,wheat
168.0,28.0,56.0,alluvial,western himalayan region,wheat
174.0,29.0,58.0,alluvial,western himalayan region,wheat
180.0,30.0,60.0,alluvial,western himalayan region,wheat
186.0,31.0,62.0,alluvial,western himalayan region,wheat
192.0,32.0,64.0,alluvial,western himalayan region,wheat
198.0,33.0,66.0,alluvial,western himalayan region,wheat
204.0,34.0,68.0,alluvial,western himalayan region,wheat
210.0,35.0,70.0,alluvial,western himalayan region,wheat
216.0,36.0,72.0,alluvial,western himalayan region,wheat
222.0,37.0,74.0,alluvial,western himalayan region,wheat
228.0,38.0,76.0,alluvial,western himalayan region,wheat
234.0,39.0,78.0,alluvial,western himalayan region,wheat
240.0,40.0,80.0,alluvial,western himalayan region,wheat
246.0,41.0,82.0,alluvial,western himalayan region,wheat
252.0,42.0,84.0,alluvial,western himalayan region,wheat
258.0,43.0,86.0,alluvial,western himalayan region,wheat
264.0,44.0,88.0,alluvial,western himalayan region,wheat
270.0,45.0,90.0,alluvial,western himalayan region,wheat
276.0,46.0,92.0,alluvial,western himalayan region,wheat
282.0,47.0,94.0,alluvial,western himalayan region,wheat
288.0,48.0,96.0,alluvial,western himalayan region,wheat
294.0,49.0,98.0,alluvial,western himalayan region,wheat
300.0,50.0,100.0,alluvial,western himalayan region,wheat
306.0,51.0,102.0,alluvial,western himalayan region,wheat
312.0,52.0,104.0,alluvial,western himalayan region,wheat
318.0,53.0,106.0,alluvial,western himalayan region,wheat
324.0,54.0,108.0,alluvial,western himalayan region,wheat
330.0,55.0,110.0,alluvial,western himalayan region,wheat
336.0,56.0,112.0,alluvial,western himalayan region,wheat
342.0,57.0,114.0,alluvial,western himalayan region,wheat
348.0,58.0,116.0,alluvial,western himalayan region,wheat
354.0,59.0,118.0,alluvial,western himalayan region,wheat
360.0,60.0,120.0,alluvial,western himalayan region,wheat
366.0,61.0,122.0,alluvial,western himalayan region,wheat
372.0,62.0,124.0,alluvial,western himalayan region,wheat
378.0,63.0,126.0,alluvial,western himalayan region,wheat
384.0,64.0,128.0,alluvial,western himalayan region,wheat
390.0,65.0,130.0,alluvial,western himalayan region,wheat
396.0,66.0,132.0,alluvial,western himalayan region,wheat
402.0,67.0,134.0,alluvial,western himalayan region,wheat
408.0,68.0,136.0,alluvial,western himalayan region,wheat
414.0,69.0,138.0,alluvial,western himalayan region,wheat
420.0,70.0,140.0,alluvial,western himalayan region,wheat
426.0,71.0,142.0,alluvial,western himalayan region,wheat
432.0,72.0,144.0,alluvial,western himalayan region,wheat
438.0,73.0,146.0,alluvial,western himalayan region,wheat
444.0,74.0,148.0,alluvial,western himalayan region,wheat
450.0,75.0,150.0,alluvial,western himalayan region,wheat
456.0,76.0,152.0,alluvial,western himalayan region,wheat
462.0,77.0,154.0,alluvial,western himalayan region,wheat
468.0,78.0,156.0,alluvial,western himalayan region,wheat
474.0,79.0,158.0,alluvial,western himalayan region,wheat
480.0,80.0,160.0,alluvial,western himalayan region,wheat
486.0,81.0,162.0,alluvial,western himalayan region,wheat
492.0,82.0,164.0,alluvial,western himalayan region,wheat
498.0,83.0,166.0,alluvial,western himalayan region,wheat
504.0,84.0,168.0,alluvial,western himalayan region,wheat
510.0,85.0,170.0,alluvial,western himalayan region,wheat
516.0,86.0,172.0,alluvial,western himalayan region,wheat
522.0,87.0,174.0,alluvial,western himalayan region,wheat
528.0,88.0,176.0,alluvial,western himalayan region,wheat
534.0,89.0,178.0,alluvial,western himalayan region,wheat
540.0,90.0,180.0,alluvial,western himalayan region,wheat
546.0,91.0,182.0,alluvial,western himalayan region,wheat
552.0,92.0,184.0,alluvial,western himalayan region,wheat
558.0,93.0,186.0,alluvial,western himalayan region,wheat
564.0,94.0,188.0,alluvial,western himalayan region,wheat
570.0,95.0,190.0,alluvial,western himalayan region,wheat
576.0,96.0,192.0,alluvial,western himalayan region,wheat
582.0,97.0,194.0,alluvial,western himalayan region,wheat
588.0,98.0,196.0,alluvial,western himalayan region,wheat
594.0,99.0,198.0,alluvial,western himalayan region,wheat
600.0,100.0,200.0,alluvial,western himalayan region,wheat
606.0,101.0,202.0,alluvial,western himalayan region,wheat
612.0,102.0,204.0,alluvial,western himalayan region,wheat
618.0,103.0,206.0,alluvial,western himalayan region,wheat
624.0,104.0,208.0,alluvial,western himalayan region,wheat
630.0,105.0,210.0,alluvial,western himalayan region,wheat
636.0,106.0,212.0,alluvial,western himalayan region,wheat
642.0,107.0,214.0,alluvial,western himalayan region,wheat
648.0,108.0,216.0,alluvial,western himalayan region,wheat
654.0,109.0,218.0,alluvial,western himalayan region,wheat
660.0,110.0,220.0,alluvial,western himalayan region,wheat
666.0,111.0,222.0,alluvial,western himalayan region,wheat
672.0,112.0,224.0,alluvial,western himalayan region,wheat
678.0,113.0,226.0,alluvial,western himalayan region,wheat
684.0,114.0,228.0,alluvial,western himalayan region,wheat
690.0,115.0,230.0,alluvial,western himalayan region,wheat
696.0,116.0,232.0,alluvial,western himalayan region,wheat
702.0,117.0,234.0,alluvial,western himalayan region,wheat
708.0,118.0,236.0,alluvial,western himalayan region,wheat
714.0,119.0,238.0,alluvial,western himalayan region,wheat
720.0,120.0,240.0,alluvial,western himalayan region,wheat
726.0,121.0,242.0,alluvial,western himalayan region,wheat
732.0,122.0,244.0,alluvial,western himalayan region,wheat
738.0,123.0,246.0,alluvial,western himalayan region,wheat
744.0,124.0,248.0,alluvial,western himalayan region,wheat
750.0,125.0,250.0,alluvial,western himalayan region,wheat
756.0,126.0,252.0,alluvial,western himalayan region,wheat
762.0,127.0,254.0,alluvial,western himalayan region,wheat
768.0,128.0,256.0,alluvial,western himalayan region,wheat
774.0,129.0,258.0,alluvial,western himalayan region,wheat
780.0,130.0,260.0,alluvial,western himalayan region,wheat
786.0,131.0,262.0,alluvial,western himalayan region,wheat
792.0,132.0,264.0,alluvial,western himalayan region,wheat
798.0,133.0,266.0,alluvial,western himalayan region,wheat
804.0,134.0,268.0,alluvial,western himalayan region,wheat
810.0,135.0,270.0,alluvial,western himalayan region,wheat
816.0,136.0,272.0,alluvial,western himalayan region,wheat
822.0,137.0,274.0,alluvial,western himalayan region,wheat
828.0,138.0,276.0,alluvial,western himalayan region,wheat
834.0,139.0,278.0,alluvial,western himalayan region,wheat
840.0,140.0,280.0,alluvial,western himalayan region,wheat
846.0,141.0,282.0,alluvial,western himalayan region,wheat
852.0,142.0,284.0,alluvial,western himalayan region,wheat
858.0,143.0,286.0,alluvial,western himalayan region,wheat
864.0,144.0,288.0,alluvial,western himalayan region,wheat
870.0,145.0,290.0,alluvial,western himalayan region,wheat
876.0,146.0,292.0,alluvial,western himalayan region,wheat
882.0,147.0,294.0,alluvial,western himalayan region,wheat
888.0,148.0,296.0,alluvial,western himalayan region,wheat
894.0,149.0,298.0,alluvial,western himalayan region,wheat
900.0,150.0,300.0,alluvial,western himalayan region,wheat
906.0,151.0,302.0,alluvial,western himalayan region,wheat
912.0,152.0,304.0,alluvial,western himalayan region,wheat
918.0,153.0,306.0,alluvial,western himalayan region,wheat
924.0,154.0,308.0,alluvial,western himalayan region,wheat
930.0,155.0,310.0,alluvial,western himalayan region,wheat
936.0,156.0,312.0,alluvial,western himalayan region,wheat
942.0,157.0,314.0,alluvial,western himalayan region,wheat
948.0,158.0,316.0,alluvial,western himalayan region,wheat
954.0,159.0,318.0,alluvial,western himalayan region,wheat
960.0,160.0,320.0,alluvial,western himalayan region,wheat
966.0,161.0,322.0,alluvial,western himalayan region,wheat
972.0,162.0,324.0,alluvial,western himalayan region,wheat
978.0,163.0,326.0,alluvial,western himalayan region,wheat
984.0,164.0,328.0,alluvial,western himalayan region,wheat
990.0,165.0,330.0,alluvial,western himalayan region,wheat
996.0,166.0,332.0,alluvial,western himalayan region,wheat
1002.0,167.0,334.0,alluvial,western himalayan region,wheat
1008.0,168.0,336.0,alluvial,western himalayan region,wheat
1014.0,169.0,338.0,alluvial,western himalayan region,wheat
1020.0,170.0,340.0,alluvial,western himalayan region,wheat
1026.0,171.0,342.0,alluvial,western himalayan region,wheat
1032.0,172.0,344.0,alluvial,western himalayan region,wheat
1038.0,173.0,346.0,alluvial,western himalayan region,wheat
1044.0,174.0,348.0,alluvial,western himalayan region,wheat
1050.0,175.0,350.0,alluvial,western himalayan region,wheat
1056.0,176.0,352.0,alluvial,western himalayan region,wheat
1062.0,177.0,354.0,alluvial,western himalayan region,wheat
1068.0,178.0,356.0,alluvial,western himalayan region,wheat
1074.0,179.0,358.0,alluvial,western himalayan region,wheat
1080.0,180.0,360.0,alluvial,western himalayan region,wheat
1086.0,181.0,362.0,alluvial,western himalayan region,wheat
1092.0,182.0,364.0,alluvial,western himalayan region,wheat
1098.0,183.0,366.0,alluvial,western himalayan region,wheat
1104.0,184.0,368.0,alluvial,western himalayan region,wheat
1110.0,185.0,370.0,alluvial,western himalayan region,wheat
1116.0,186.0,372.0,alluvial,western himalayan region,wheat
1122.0,187.0,374.0,alluvial,western himalayan region,wheat
1128.0,188.0,376.0,alluvial,western himalayan region,wheat
1134.0,189.0,378.0,alluvial,western himalayan region,wheat
1140.0,190.0,380.0,alluvial,western himalayan region,wheat
1146.0,191.0,382.0,alluvial,western himalayan region,wheat
1152.0,192.0,384.0,alluvial,western himalayan region,wheat
1158.0,193.0,386.0,alluvial,western himalayan region,wheat
1164.0,194.0,388.0,alluvial,western himalayan region,wheat
1170.0,195.0,390.0,alluvial,western himalayan region,wheat
1176.0,196.0,392.0,alluvial,western himalayan region,wheat
1182.0,197.0,394.0,alluvial,western himalayan region,wheat
1188.0,198.0,396.0,alluvial,western himalayan region,wheat
1194.0,199.0,398.0,alluvial,western himalayan region,wheat
1200.0,200.0,400.0,alluvial,western himalayan region,wheat
1206.0,201.0,402.0,alluvial,western himalayan region,wheat
1212.0,202.0,404.0,alluvial,western himalayan region,wheat
1218.0,203.0,406.0,alluvial,western himalayan region,wheat
1224.0,204.0,408.0,alluvial,western himalayan region,wheat
1230.0,205.0,410.0,alluvial,western himalayan region,wheat
1236.0,206.0,412.0,alluvial,western himalayan region,wheat
1242.0,207.0,414.0,alluvial,western himalayan region,wheat
1248.0,208.0,416.0,alluvial,western himalayan region,wheat
1254.0,209.0,418.0,alluvial,western himalayan region,wheat
1260.0,210.0,420.0,alluvial,western himalayan region,wheat
1266.0,211.0,422.0,alluvial,western himalayan region,wheat
1272.0,212.0,424.0,alluvial,western himalayan region,wheat
1278.0,213.0,426.0,alluvial,western himalayan region,wheat
1284.0,214.0,428.0,alluvial,western himalayan region,wheat
1290.0,215.0,430.0,alluvial,western himalayan region,wheat
1296.0,216.0,432.0,alluvial,western himalayan region,wheat
1302.0,217.0,434.0,alluvial,western himalayan region,wheat
1308.0,218.0,436.0,alluvial,western himalayan region,wheat
1314.0,219.0,438.0,alluvial,western himalayan region,wheat
1320.0,220.0,440.0,alluvial,western himalayan region,wheat
1326.0,221.0,442.0,alluvial,western himalayan region,wheat
1332.0,222.0,444.0,alluvial,western himalayan region,wheat
1338.0,223.0,446.0,alluvial,western himalayan region,wheat
1344.0,224.0,448.0,alluvial,western himalayan region,wheat
1350.0,225.0,450.0,alluvial,western himalayan region,wheat
1356.0,226.0,452.0,alluvial,western himalayan region,wheat
1362.0,227.0,454.0,alluvial,western himalayan region,wheat
1368.0,228.0,456.0,alluvial,western himalayan region,wheat
1374.0,229.0,458.0,alluvial,western himalayan region,wheat
1380.0,230.0,460.0,alluvial,western himalayan region,wheat
1386.0,231.0,462.0,alluvial,western himalayan region,wheat
1392.0,232.0,464.0,alluvial,western himalayan region,wheat
1398.0,233.0,466.0,alluvial,western himalayan region,wheat
1404.0,234.0,468.0,alluvial,western himalayan region,wheat
1410.0,235.0,470.0,alluvial,western himalayan region,wheat
1416.0,236.0,472.0,alluvial,western himalayan region,wheat
1422.0,237.0,474.0,alluvial,western himalayan region,wheat
1428.0,238.0,476.0,alluvial,western himalayan region,wheat
1434.0,239.0,478.0,alluvial,western himalayan region,wheat
1440.0,240.0,480.0,alluvial,western himalayan region,wheat
1446.0,241.0,482.0,alluvial,western himalayan region,wheat
1452.0,242.0,484.0,alluvial,western himalayan region,wheat
1458.0,243.0,486.0,alluvial,western himalayan region,wheat
1464.0,244.0,488.0,alluvial,western himalayan region,wheat
1470.0,245.0,490.0,alluvial,western himalayan region,wheat
1476.0,246.0,492.0,alluvial,western himalayan region,wheat
1482.0,247.0,494.0,alluvial,western himalayan region,wheat
1488.0,248.0,496.0,alluvial,western himalayan region,wheat
1494.0,249.0,498.0,alluvial,western himalayan region,wheat
0.0,0.0,0.0,brown,western himalayan region,wheat
6.0,1.0,2.0,brown,western himalayan region,wheat
12.0,2.0,4.0,brown,western himalayan region,wheat
18.0,3.0,6.0,brown,western himalayan region,wheat
24.0,4.0,8.0,brown,western himalayan region,wheat
30.0,5.0,10.0,brown,western himalayan region,wheat
36.0,6.0,12.0,brown,western himalayan region,wheat
42.0,7.0,14.0,brown,western himalayan region,wheat
48.0,8.0,16.0,brown,western himalayan region,wheat
54.0,9.0,18.0,brown,western himalayan region,wheat
60.0,10.0,20.0,brown,western himalayan region,wheat
66.0,11.0,22.0,brown,western himalayan region,wheat
72.0,12.0,24.0,brown,western himalayan region,wheat
78.0,13.0,26.0,brown,western himalayan region,wheat
84.0,14.0,28.0,brown,western himalayan region,wheat
90.0,15.0,30.0,brown,western himalayan region,wheat
96.0,16.0,32.0,brown,western himalayan region,wheat
102.0,17.0,34.0,brown,western himalayan region,wheat
108.0,18.0,36.0,brown,western himalayan region,wheat
114.0,19.0,38.0,brown,western himalayan region,wheat
120.0,20.0,40.0,brown,western himalayan region,wheat
126.0,21.0,42.0,brown,western himalayan region,wheat
132.0,22.0,44.0,brown,western himalayan region,wheat
138.0,23.0,46.0,brown,western himalayan region,wheat
144.0,24.0,48.0,brown,western himalayan region,wheat
150.0,25.0,50.0,brown,western himalayan region,wheat
156.0,26.0,52.0,brown,western himalayan region,wheat
162.0,27.0,54.0,brown,western himalayan region,wheat
168.0,28.0,56.0,brown,western himalayan region,wheat
174.0,29.0,58.0,brown,western himalayan region,wheat
180.0,30.0,60.0,brown,western himalayan region,wheat
186.0,31.0,62.0,brown,western himalayan region,wheat
192.0,32.0,64.0,brown,western himalayan region,wheat
198.0,33.0,66.0,brown,western himalayan region,wheat
